8.562526047672993457e+01,8.443520432303699863e+00,9.029845501149297604e+01,3.497655085391814661e-02
9.934760202969098941e+01,5.588782603755662493e+00,9.171866318986278088e+01,1.255400673587838203e-02
8.939411548833484744e+01,5.195473590863134206e+00,9.058970813422162394e+01,1.014728204451656596e-01
9.773060342621603525e+01,8.355690058472099224e+00,9.215876439925158081e+01,2.646431080451199305e-02
9.790259760179259274e+01,9.844353007906601505e+00,9.217210647614700747e+01,2.660568900915447413e-02
9.403402875782376213e+01,7.121119206837859039e+00,9.275248877284514037e+01,7.919438790325192268e-02
9.741499376589352721e+01,9.447461880750555707e+00,9.252236352010331188e+01,3.175550698837645985e-02
8.669747808836065417e+01,9.117849038063029710e+00,9.229652319358147849e+01,2.897807658090105487e-02
8.729188099246231047e+01,7.579234788862789785e+00,9.242491728471742363e+01,3.079760794744909255e-02
8.855461038635633031e+01,5.902411864612624015e+00,9.123049637748384555e+01,6.007536421515672492e-02
9.271419864064488081e+01,9.889899589550022796e+00,9.171205824512287563e+01,6.207293800734758893e-02
9.950597154737826600e+01,7.650762060738360404e+00,9.240045158446525875e+01,1.767219503136032224e-02
9.528538321734392014e+01,7.543050264597586541e+00,9.158353737867979305e+01,4.224861439371187938e-02
9.476072359052098193e+01,5.693415250443360165e+00,9.187569517043888823e+01,5.436838241831571522e-02
9.334904987644948449e+01,9.145334871339539262e+00,9.267134336700192421e+01,6.835237245485370483e-02
9.701977675495842846e+01,9.173236081858803459e+00,9.058830839445820970e+01,2.241271030952809995e-02
9.907833058701544360e+01,7.462001144840887612e+00,9.090350120307047632e+01,1.370199534422422358e-02
9.602548775618079446e+01,5.900726793647505630e+00,9.071332408925495372e+01,2.436806612100325328e-02
9.410950049196266320e+01,7.323317468381580930e+00,9.291081113670344394e+01,7.860028874878290106e-02
8.439761318720547933e+01,7.241967624948175697e+00,9.218753860348719797e+01,1.679761559966458026e-02
8.374456282540165830e+01,9.074397638478846062e+00,9.082959449489270298e+01,2.165405057493953456e-02
8.714055865974832216e+01,9.992075042294370490e+00,9.048125358787528683e+01,4.473321291310220632e-02
8.656904321775108713e+01,5.212230008907866363e+00,9.153331364071939902e+01,2.757742057729658733e-02
9.094910570774369774e+01,7.654727359179585022e+00,9.067664300143653122e+01,8.296685395625179316e-02
9.220111646123079652e+01,6.809816957230925283e+00,9.256671235230949435e+01,9.261145545550100722e-02
8.806296264506737259e+01,7.896833833022982141e+00,9.046007306480743182e+01,5.949537637613216967e-02
9.275233989792462808e+01,9.278962848886841641e+00,9.028805026462012506e+01,5.340006416758751040e-02
8.794510089262442420e+01,8.159237546542463804e+00,9.177855670165021706e+01,4.238095828912442214e-02
9.534772502965367380e+01,6.529000552413465108e+00,9.257036183384504113e+01,5.595917910738878315e-02
9.985212839520485772e+01,5.861057996902298228e+00,9.008707824462479152e+01,8.155470271090302717e-03
8.478127699957970265e+01,9.435819160895201563e+00,9.280811720656288344e+01,1.855755514007213433e-02
8.853779280835458110e+01,6.448061074408350635e+00,9.003423976954132968e+01,8.162568665215903796e-02
9.799714244428120935e+01,5.138701136278100101e+00,9.072077186872974153e+01,1.281852499401758480e-02
8.615712921994027340e+01,8.320817275739942787e+00,9.277851714101669245e+01,2.287040701780028093e-02
9.809031716954474689e+01,5.836466721128586777e+00,9.171993462815494524e+01,1.790250961236561356e-02
8.853275085399107525e+01,6.327953178731376305e+00,9.114828568794681019e+01,6.057212800390866791e-02
9.126885558859584080e+01,5.956661391945813122e+00,9.281859585436376392e+01,8.453310713364442508e-02
8.377165952892727319e+01,5.639074025233091980e+00,9.176255592368032410e+01,1.354268272824618417e-02
9.461968236856782255e+01,6.248449241906881113e+00,9.295826364241506212e+01,7.924444209332578981e-02
9.265198038903372435e+01,9.295549442861810618e+00,9.218226394733106588e+01,6.804816247706989285e-02
9.620475978667641925e+01,8.895188789655854578e+00,9.056137909576472111e+01,2.648586955675437393e-02
8.401552064212049231e+01,7.642110050021653223e+00,9.115559540364293412e+01,1.977549356844193751e-02
9.926928228937796916e+01,7.066737052561962606e+00,9.085287626243177783e+01,1.252020836445221288e-02
8.460357692913025573e+01,6.458003720352403221e+00,9.011602833713982363e+01,2.641648283736751021e-02
8.072222236679542107e+01,8.739170493226483316e+00,9.079126448363558666e+01,1.274068174234389839e-02
9.152203044936196363e+01,5.232138725032601023e+00,9.121362519293411708e+01,1.201493630327203771e-01
9.736300468371929639e+01,7.130493656315832318e+00,9.228165712077013438e+01,2.845435853497698189e-02
8.918089581750902539e+01,5.663346566269007454e+00,9.257059165270028700e+01,4.727819847084312882e-02
8.904753942581673698e+01,5.539001842136951126e+00,9.156626039019921848e+01,6.378016323058786907e-02
8.337632231210908174e+01,7.199060044677910497e+00,9.249491761649863975e+01,1.303325828961992422e-02
9.805902599240285156e+01,9.419957460233060687e+00,9.285235817264064906e+01,2.960569787374487186e-02
8.921244628185391434e+01,7.666672532472641244e+00,9.065460843811673897e+01,7.307974794453342415e-02
9.801548445295657075e+01,9.493421863852105957e+00,9.042519419451161866e+01,1.783173082033101195e-02
8.862694332647899387e+01,8.248133538530161957e+00,9.270113349659220603e+01,4.003648125427909654e-02
9.784060604140415762e+01,7.998591065735998207e+00,9.134813509812063614e+01,2.086201405600992750e-02
8.153105262441440004e+01,7.994286596522675481e+00,9.217907024978414654e+01,1.093899766574909366e-02
8.713626417416774927e+01,7.684282255024490027e+00,9.168764910829236214e+01,3.558175975149061726e-02
8.422871596977148556e+01,5.968001222117255367e+00,9.077539413236388555e+01,1.952417184953691293e-02
8.615930942340236243e+01,9.264761972690951808e+00,9.271702252175286674e+01,2.407547938469336776e-02
9.964219311874583695e+01,9.175253555312583131e+00,9.249405234283219102e+01,1.924259210287370195e-02
8.946770181187977755e+01,8.389600961729811957e+00,9.184541442544644951e+01,5.797202430270662760e-02
8.423074339218835860e+01,9.072342096805060763e+00,9.076045614608563028e+01,2.407407435098840587e-02
9.139044477506303110e+01,8.501079710391792332e+00,9.183848022715361026e+01,7.430527522756268100e-02
9.386517493983203053e+01,8.068579717429186005e+00,9.289690309986148975e+01,7.477148201892393209e-02
