-1.000000000000000000e+00,0.000000000000000000e+00
-1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
8.602592393169383733e-02,9.694094375327602098e-01
-1.730834426733292020e-01,9.258492726252156579e-01
-8.287185555118699032e-01,9.653248379641518606e-02
5.552260791339114210e-01,4.707873593910213983e-01
-2.210063376624260556e-02,9.829575172954434503e-01
-8.989386377182202459e-01,3.623691877001334466e-02
7.685358570037514880e-02,9.723297975523553793e-01
-9.170611307093472497e-01,2.487409267097088691e-02
6.161889040593926392e-01,3.785980714996187158e-01
9.905072580182041619e-01,3.512933981442949573e-04
2.774195374872940878e-01,8.382984085444508127e-01
8.917191725273643232e-01,4.128341037079608089e-02
4.734397900290152617e-01,5.922703171106905584e-01
6.441127654502836197e-01,3.368582029056199634e-01
-7.710546074663870986e-01,1.617658424796424022e-01
4.700259300091651493e-01,5.971979902225573733e-01
6.429632744787427967e-01,3.385638594895566955e-01
-8.522314678704250301e-01,7.370781528458275611e-02
-5.842774661462111219e-01,4.268042402112821598e-01
6.113536125024170431e-01,3.858780618149608710e-01
8.289575422612465161e-01,9.628845276566240508e-02
-7.022242656658499449e-01,2.527966223071241303e-01
9.162016773218841781e-01,2.536951632767018086e-02
-2.565281064476523376e-01,8.586825330367828801e-01
4.371789139948611957e-01,6.437563070080754013e-01
-7.921387885579813659e-01,1.365366652148534143e-01
7.538487465408705290e-01,1.833781050298760040e-01
1.670123838309205411e-01,9.297948211673024987e-01
3.629015122884202693e-01,7.418245453940593981e-01
7.723034230635441588e-01,1.602316333907272405e-01
-6.420292540024952199e-01,3.399507140301868957e-01
-6.075952439405316596e-01,3.915444336256177493e-01
-7.859363547892384005e-02,9.718007412499257702e-01
6.330643858019138204e-01,3.533014751908281070e-01
2.643596357385782358e-01,8.511996781826474123e-01
2.902069597409404622e-01,8.251660239588115564e-01
-8.992000719414261489e-02,9.680716174306950306e-01
1.256282494071598865e-01,9.531062278471221783e-01
3.402501075084309878e-01,7.692888920040825695e-01
2.905317496162755919e-01,8.248261493293451707e-01
-9.065805751885207542e-01,3.121359634758278170e-02
-4.768001466759581586e-01,5.874051970623359598e-01
-9.832318090251506160e-01,1.088124241930300004e-03
7.144359013655967594e-01,2.358353060235920673e-01
-9.388300080008722404e-01,1.383934120701840742e-02
6.879182406650146131e-01,2.730226564873666217e-01
-1.800007802481395913e-02,9.832809675116391812e-01
6.164445964929043953e-01,3.782134440768466499e-01
-7.942959996513065946e-01,1.340394869079784557e-01
7.493240311088795735e-01,1.892016993494778643e-01
-1.510420873643507633e-01,9.395368799194090403e-01
6.006924938972502126e-01,4.019665077967365940e-01
-5.329854843507171314e-01,5.043081048981566950e-01
-1.721025006548306813e-01,9.264957479070733415e-01
-8.753403876477638956e-01,5.377381658071421489e-02
8.546177211575969324e-01,7.153043372974042524e-02
3.860325823947743373e-01,7.125192988265851568e-01
6.218939302914030520e-01,3.700251975279428285e-01
-2.918180486280297359e-02,9.822433963385309719e-01
-9.319986842591920784e-01,1.698272543071675453e-02
-7.914967510457788791e-01,1.372830144950129561e-01
-7.380894488530045372e-01,2.038962972775335281e-01
7.451940023584346928e-01,1.945654934908488953e-01
1.867921940858019436e-01,9.164558412959015188e-01
9.566780104027443610e-01,7.069921960858124681e-03
-2.546411732028046604e-01,8.604566052248072694e-01
2.367118635726239706e-01,8.767447668792982540e-01
