9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999991667110e+00
9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,-3.898171832516777060e-16
9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,-3.898171832516777060e-16
9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,1.519574363583987151e-32
9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,-3.898171832516776074e-16
9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,1.519574363583986604e-32
9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,1.519574363583986604e-32
9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,-5.923561981542641271e-49
9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,-3.898171832516776074e-16
9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.519574363583986604e-32
9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.519574363583986604e-32
9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,-5.923561981542641271e-49
9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.519574363583986604e-32
9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,-5.923561981542641271e-49
9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,-5.923561981542642030e-49
9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,2.309106246463603005e-65
1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,-3.898171832516776567e-16
1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.519574363583986878e-32
1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.519574363583987151e-32
1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,-5.923561981542642030e-49
1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.519574363583986604e-32
1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,-5.923561981542641271e-49
1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,-5.923561981542642030e-49
1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,2.309106246463603005e-65
1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,9.999999999999999547e-07,1.519574363583986604e-32
1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,1.256637061435917246e+01,-5.923561981542641271e-49
1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,9.999999999999999547e-07,-5.923561981542642030e-49
1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,1.256637061435917246e+01,2.309106246463603005e-65
1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,9.999999999999999547e-07,-5.923561981542643549e-49
1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,1.256637061435917246e+01,2.309106246463603849e-65
1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,9.999999999999999547e-07,2.309106246463603849e-65
1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,1.256637061435917246e+01,-9.001292928260462774e-82
5.538970955039062005e+00,9.729666754567109166e+00,3.992827755277772006e+00,9.027984183556217346e+00,1.126584697212663322e+01,2.602513712353056720e-05
5.927247955793579770e+00,1.841319037673457615e+00,5.591834554869136831e+00,4.429838732425860570e+00,8.387949292997316064e+00,-7.804705641023617323e-04
1.254974414252927062e+01,8.650134204780057345e+00,5.043517461319619422e+00,2.309271504163509015e+00,1.158530334192935918e+01,-4.614208364158047101e-06
8.470474041952295252e+00,1.331301655445602083e+00,1.170039636857856991e+01,1.846325959599878219e+00,4.630626860859945459e+00,5.133128686564987844e-03
1.217513840740554798e+01,3.761914192194438122e+00,1.712181271272395611e+00,5.792406030940415285e+00,1.037271651399174921e+01,1.782943923477011056e-04
3.544250136320407307e+00,4.452234550879031971e+00,5.199798440260758881e+00,1.073862825604637194e+01,9.307782398110271416e+00,4.605732002693324048e-05
2.377714352821739929e+00,4.887221512703591175e-01,7.442753007885676730e+00,7.960550590125916592e+00,1.331115075573599649e+00,3.137490186583415802e-02
3.095466566460002511e+00,1.596805007406570942e+00,6.988434658112170794e+00,3.882579047240965142e+00,1.089074889066815643e+01,1.373277309046313014e-04
5.574910094835622942e+00,9.601252545104642877e+00,7.789320044426808920e+00,2.903967713929236361e-01,9.500500092413171060e+00,-2.146127706381387770e-05
9.833530533517885530e+00,7.063114554330858219e+00,2.697296493092691705e+00,3.513591625236419880e+00,7.134766449522312648e+00,6.995235374969357035e-05
3.605569934403835219e+00,1.108355918042590282e+01,8.176570815313397134e+00,6.002756914413058809e+00,1.088775777097990805e+01,5.447407498755920600e-05
8.018624863358907007e+00,4.397271755933652493e+00,9.353554893622396449e+00,1.619995096749466956e+00,4.259293672963905486e+00,2.633786376002157192e-04
4.132670846198835957e-01,8.372559092987466034e-01,1.174475556944309140e+01,6.792717905804001255e+00,1.650458142676857420e+00,-2.331233450144947969e-02
2.331154132566934933e-01,9.200340370950165436e+00,3.493645509195525189e+00,5.150837839673305218e+00,1.760318051379865079e+00,2.320328786181075076e-03
9.475440481654892722e+00,9.677101624777325384e+00,1.202020411630266494e+01,9.055542610198593634e-01,4.243462906429170900e+00,1.088182120275823952e-05
7.096386377861600536e+00,7.150279010638953991e+00,1.004245819674052242e+01,1.087814767742292688e+01,6.686770461446297276e+00,3.375499540611802814e-05
7.729600446540442205e-01,5.880782465768659151e+00,1.799553936142117561e+00,3.374300916920497606e+00,4.993254232932848424e+00,-4.281822326808937783e-03
5.854003121470531035e+00,3.386043847661720285e+00,9.927983505790393792e+00,3.664215198159228581e+00,4.538509755394414924e+00,-7.295913172282801585e-05
9.174367677957256717e+00,1.107839061869194630e+01,1.995169796764535208e+00,9.089935223633924255e-02,4.348311258216181474e-01,-1.073664480878651351e-02
6.380229422696923614e+00,7.670797734319352301e+00,4.275341080653949355e+00,3.111221596535282963e+00,5.298618023642009511e+00,6.330008262352610568e-06
