6.247253160217154377e-01,6.674409061570114599e-01,-6.613398679678470504e-01,-5.564688246984972331e-01,3.361923998868329155e-01
7.083961359649724177e-01,9.794489676800697264e-01,3.348552312472286019e-01,9.372339905478836997e-01,2.997425642890735875e-01
2.682500651640482570e-01,1.202760084072385105e-01,2.268048584592206041e-01,-5.068556130000172466e-01,3.111653851264489790e-01
2.826733030715904427e-01,5.540622101945729128e-01,-6.185068110292504251e-01,-4.002828212472612224e-01,3.311560711352294906e-01
6.790224430526170529e-01,-1.071074277468052616e-01,-7.736386616641525160e-01,5.706916234165213542e-01,2.638372428493583888e-01
-9.461101544249623796e-01,1.377049416285553995e-01,3.737756538102745552e-01,-8.011240377346707797e-01,2.467880674328034873e-01
3.847306727400050530e-01,6.541952677461662091e-01,7.515534225653086597e-01,-8.072001736902361113e-01,2.052625512071381830e-01
-7.205118645203041350e-01,9.654285961263007199e-01,6.106279842731576757e-02,-8.126809628371213234e-01,2.300155357571763426e-01
2.282496033855918594e-01,-8.467906747056386241e-01,-9.640339156107428087e-01,-6.308710836629152219e-01,2.813115168880790939e-01
-4.377436675348314044e-01,3.994418894864457670e-01,2.570098923390353729e-01,-2.926155836895210083e-01,2.957047374130080120e-01
5.157179840081691502e-01,-6.671237178374322951e-01,7.417471324463087434e-02,5.147214646996574050e-01,2.687298142368846343e-01
-1.228637851656805280e-01,9.827489582186847983e-01,-6.689424742437275473e-01,5.277060280388963243e-01,2.408158236191392798e-01
-1.358536086134822796e-01,-6.110241460161196514e-01,-3.357111635379880221e-01,9.732018392148074071e-01,2.617473216621490906e-01
-3.912006832982872773e-02,-2.594333309080720795e-02,2.042381871873204524e-01,-7.371462598506639541e-01,3.171597203866271530e-01
3.870106914137387832e-01,-5.545842973029105893e-01,-7.956882556449313970e-01,-7.940893332442705566e-01,3.090921965981885955e-01
-2.094667820750906184e-02,-7.310510903487684731e-01,6.522216147282127174e-01,7.651197948923982306e-01,3.319119106134702513e-01
-1.767760293558917617e-02,8.912934853556313541e-01,-4.169411214863385506e-01,4.811052985352055611e-01,2.510542910915114501e-01
-9.217756190698574992e-01,-9.627261475400843427e-01,-3.545297140152081639e-02,-6.827315506155009484e-01,2.149816080179378641e-01
4.523377646587838363e-01,5.182506016149599493e-01,-8.842863380214633917e-01,3.006871045563637157e-01,2.512513200666495750e-01
