5.784724709842127277e-01,3.144664363906108040e+00,5.576864934427238296e+00,9.335729361596257769e-01,5.454026521774656189e+00,9.949912424859169491e+00,2.591891506969487668e+00,1.270625472615360148e-06
6.880119133620742566e+00,9.433991091718322508e+00,1.186619166223945321e+01,7.222899663971841910e+00,1.174335324958687110e+01,3.660585697046953690e+00,8.881218234781702137e+00,2.384830479531735529e-09
1.003094246493900599e+01,9.999999999999999547e-07,8.721528298333344864e+00,4.078236300065733566e+00,8.598689885680762757e+00,6.805249060953062035e+00,1.202588159868781048e+01,-2.225792461649027145e-06
3.729295802302477369e+00,6.289327727812215940e+00,2.432201570521130396e+00,1.036756302787794937e+01,2.309363157868548289e+00,5.159223331408459012e-01,5.736554870875595569e+00,-8.420134064378126702e-07
5.304707467961609524e+00,1.572332681953053868e+00,1.029385998028639904e+01,2.505904618112679838e+00,7.026358203727710361e+00,2.088254015093899962e+00,1.019559825016433274e+00,5.867636790975430845e-04
1.160635413059813814e+01,7.861659409765270112e+00,4.004533252474184124e+00,8.795231345924895194e+00,7.370314759154941164e-01,8.377580742906115319e+00,7.308886552828649741e+00,1.258225630470964473e-05
8.455530799279873833e+00,4.716996045859161768e+00,8.598698885680764459e-01,5.650567982018787738e+00,3.881694839821602017e+00,5.232917379000007863e+00,1.045354991673475631e+01,-4.499532391464202162e-05
2.153884136643345215e+00,1.100632277367137668e+01,7.149196616380292468e+00,1.193989470983100354e+01,1.017102156763381693e+01,1.152224410681222189e+01,4.164223188922541397e+00,-1.890360433293132775e-06
2.941589969472911292e+00,7.861668409765270038e-01,1.646035729544603310e+00,8.009065504948367220e+00,1.252951909056339730e+01,1.230840994778874986e+01,1.805725665992960360e+00,1.493707497791859947e-06
9.243236632109439910e+00,7.075493568788743026e+00,7.935362457356819554e+00,1.719738777136152752e+00,6.240192362751183275e+00,6.019083219976534949e+00,8.095052393805175939e+00,5.081343191325340888e-08
1.239405996342770422e+01,3.930830204882635126e+00,1.108002582126292701e+01,1.115372886885447556e+01,3.095528998845074931e+00,9.163746583882641517e+00,1.123971575771128251e+01,-7.193312989789545535e-09
6.092413300791176489e+00,1.022015693269485048e+01,4.790699093450711210e+00,4.864402141042260652e+00,9.384855726657290731e+00,2.874419856070427048e+00,4.950389029899068483e+00,-7.058525277381623392e-08
4.517001635132043447e+00,5.503161886835688854e+00,6.363030775403765382e+00,6.436733822995314824e+00,1.523197316892020980e+00,1.302088174117372654e+00,2.333939840399064380e-01,3.978866780037663487e-05
1.081864829776857206e+01,1.179248861464790465e+01,7.370404759154940144e-02,1.474070951830988019e-01,7.812524044704236559e+00,7.591414901929589121e+00,6.522720711852122655e+00,3.179407018788367028e-05
7.667824966450308644e+00,2.358498522929580954e+00,3.218367411497657482e+00,9.581397186901421392e+00,1.095718740861034313e+01,4.446751538023480776e+00,9.667384075758230111e+00,-7.326120324778991184e-08
1.366178303813778694e+00,8.647825250741796310e+00,9.507694139309872838e+00,3.292070459089206924e+00,4.667860680798129103e+00,1.073607826583569569e+01,3.378057347946014310e+00,-3.080462025066964814e-07
9.723253873989957663e-01,2.751581443417844497e+00,8.328445377845081765e+00,6.043650902507050837e+00,1.916280237380284523e+00,7.198331981441325134e+00,9.274301155269965236e+00,-4.302857603086381655e-06
7.273972050035525605e+00,9.040908171230059409e+00,2.039118650032866853e+00,1.233297763031926664e+01,8.205606965192499658e+00,9.090052536291093332e-01,2.984974427457751212e+00,-2.030332876950748849e-06
1.042479538135378903e+01,5.896244807323952841e+00,5.183782013938975197e+00,2.898987538600943381e+00,1.135027032909860800e+01,1.034299534534743259e+01,6.129637791363858668e+00,1.164579751617851309e-07
4.123148718717260408e+00,1.218557153513616775e+01,1.147310874175119011e+01,9.188314266413158293e+00,5.060943601286392202e+00,4.053668617535217678e+00,1.241896451917607358e+01,5.197037015993165936e-08
5.698560384376393451e+00,4.323913125370898669e+00,4.667869680798128473e-01,4.471319220553997553e+00,9.777938647145553830e+00,5.626000299488270961e+00,7.701969473316912840e+00,-2.139836993330588907e-05
1.200020704701292118e+01,1.061323985318311358e+01,6.756113695892028481e+00,1.076064594836621247e+01,3.488611919333338474e+00,1.191532702730048676e+01,1.412642745504696817e+00,-8.238280741859727943e-07
8.849383715694656871e+00,1.179249761464790325e+00,9.900777059798135937e+00,1.326655856647889209e+00,3.439485554272305179e-01,2.481336935582163505e+00,4.557306109410805384e+00,8.566222237114750433e-04
2.547737053058128254e+00,7.468576489277006125e+00,3.611450331985921025e+00,7.615982584460105009e+00,6.633275283239446374e+00,8.770663663394378418e+00,1.084663283722301941e+01,1.427572769710777643e-06
1.760031220228561954e+00,5.110078966347425755e+00,1.225927458272771631e+01,9.974480107389684491e+00,8.991772806169025856e+00,7.984497822417852220e+00,8.488135314293439038e+00,-7.162940638649404796e-07
8.061677882865090794e+00,1.139940569415963978e+01,5.969947854915502283e+00,3.685153379577470467e+00,2.702446078356811832e+00,1.695171094605636197e+00,2.198808586481224125e+00,-2.399702508980353338e-05
1.121250121418335510e+01,1.965415602441317411e+00,2.825284491009393939e+00,6.829816743483577923e+00,5.847109442262919288e+00,1.112916118632395879e+01,5.343471950387331582e+00,3.331898200070747639e-06
4.910854551546826485e+00,8.254742330253533211e+00,9.114611218821609739e+00,5.404900156713623449e-01,1.213643617007513420e+01,4.839834458511744764e+00,1.163279867819954738e+01,3.447827210127993529e-06
3.335442885887694331e+00,3.930839204882634608e-01,4.397616172962448111e+00,1.154681178934273866e+01,4.274777760309866004e+00,3.267502776558690591e+00,6.915803632340385754e+00,-6.247760876444165957e-06
9.637089548524222948e+00,6.682410648300479039e+00,1.068694290077466214e+01,5.257485061530524639e+00,1.056410448812208003e+01,9.556829504370904615e+00,6.264769045281699533e-01,-2.044050378935033567e-07
6.486266217205959528e+00,3.537747284394371583e+00,7.542279536868555567e+00,8.402148425436632095e+00,7.419441124215973460e+00,1.228394126525823443e-01,3.771140268434277854e+00,8.267069040066151939e-06
1.846195545694295781e-01,9.827074012206585607e+00,1.252952809056339767e+00,2.112821697624416295e+00,1.130114396403757437e+00,6.412166140464798048e+00,1.006046699624649321e+01,1.154283080728407093e-04
2.830827836731253377e-01,4.815266775981227987e+00,7.837091727234753336e+00,3.586882649455404248e+00,1.164508251946480577e+01,8.672392933272313087e+00,1.117830555138499271e+00,-1.352960031633981461e-04
6.584729446309655287e+00,1.110459350379344201e+01,1.547764999422537313e+00,9.876209377267619161e+00,5.355755791652589970e+00,2.383066205460097731e+00,7.407157282950715071e+00,-6.041636539398176192e-06
9.735552777627919596e+00,1.670603412075119643e+00,4.692428363328645879e+00,4.422192855492964036e-01,2.211092427746482070e+00,1.181705629717841965e+01,1.055182064685682164e+01,6.897388776278502915e-05
3.433906114991390091e+00,7.959930139887335443e+00,1.098175509114085990e+01,6.731546013361512593e+00,8.500419155558697426e+00,5.527729569366205631e+00,4.262493919044607615e+00,1.511645638811513487e-06
5.009317780650522245e+00,9.827173012206587288e-02,3.120096681375591707e+00,5.159214331408458420e+00,6.387607457934282307e-01,3.955397887413151459e+00,2.690162237091553443e+00,-6.376731262488782458e-05
1.131096444328705175e+01,6.387598457934282159e+00,9.409423409187805731e+00,1.144854105922067333e+01,6.928087473605644142e+00,1.024472461522536726e+01,8.979488964903767467e+00,-5.218712538629937036e-10
8.160141111968785665e+00,3.242935094028173815e+00,1.255408677309391408e+01,2.014550967502350520e+00,1.007275083751175160e+01,8.107345235070434475e-01,1.212415232880987581e+01,3.027036206455324315e-08
