1.110987571365318516e+01,2.895814544439278659e+00,1.120111321439851260e+01,6.372151900124062469e-03
8.972011346151662181e+00,4.872974727289183683e+00,2.266656980502488317e+00,-3.910266626987081440e-02
2.981573055911817427e+00,1.911475754089971835e+00,6.694173122298852974e+00,1.315631819900847307e-02
4.543464949657706420e+00,1.080509068272844964e+01,3.878960129834502890e+00,-3.423465273339206666e-02
7.026692014343081993e+00,1.046334997455536708e+01,1.155043900924313860e+01,5.711597673626675822e-03
1.708760740555357094e+00,3.910656011484610506e+00,5.341455249418579854e+00,1.473399516216473415e-01
1.016278081716474091e+01,9.705704336635269103e-01,1.244281145452247372e+01,5.240509355696021214e-03
5.596513877289135408e-01,1.191151161645568379e+01,1.010471295378684742e+00,-4.132287986438278327e-01
1.256637061435917246e+01,9.545609078268523229e-01,1.256637061435917246e+01,1.180761902753574432e-32
6.184332578433515692e+00,4.357222100272606369e+00,2.792090775451250728e+00,4.738989389360280004e-03
6.916833284579106511e+00,8.084282868455765936e+00,5.757342591798043863e+00,-9.779876947343149954e-03
3.838353279309462351e+00,2.314115919618965567e+00,1.017483165440571113e+01,3.475135004387461951e-02
3.342214049285975985e+00,1.221128876879648750e+01,5.486507204415375760e+00,-2.309649803704840083e-03
6.076003679220733922e+00,9.999999999999999547e-07,9.095894846363028918e+00,-1.207071675606477719e-02
7.600448612904623147e+00,1.163526981849672737e+01,4.319853521797949014e+00,1.717181954611166420e-02
1.057503746562020019e+01,2.975299633466788496e+00,2.130121735639370240e+00,-1.930823792542448944e-02
4.041814459671201121e+00,3.152979945754365243e+00,1.412250682957934211e+00,5.720617421074378380e-03
6.985995541760657845e-01,5.543131975351381691e+00,7.149417796025966609e+00,-1.145111160312057563e-01
1.033411195858016107e+01,5.742912939581099607e+00,1.022111947107630758e+00,4.981111891035593098e-02
1.207512464207792097e-01,8.829869447602177956e+00,7.617790451127432583e+00,6.786236266530390471e-02
1.321695108581836697e+00,7.496968967294571407e+00,9.987880245787783551e+00,-4.395119315580763020e-02
5.689904914558013616e+00,1.095372559625912245e+01,4.581657745066068266e+00,-1.786908436027909164e-02
9.277260065532891176e+00,9.875416975445160617e+00,1.202293678358947382e+01,3.416719048751019742e-04
8.898999577601427902e+00,1.343679195225039313e+00,3.613855276571303898e-01,4.245240822808011849e-01
4.592261759844462610e+00,1.174084656375945634e+01,4.888342467480823572e+00,-1.861501499268506873e-02
1.211502277757812074e+01,6.227480176320633554e+00,5.387470104971990859e-01,2.942884420916825911e-03
1.071638855272981594e+01,7.638525163065436052e-01,7.867855339161621053e+00,-9.333604244767976232e-02
4.870778225024888997e+00,8.676169823784164237e+00,8.603493760497377352e+00,-1.428099841829226849e-02
8.559732830496535883e+00,2.042181107010315078e+00,8.797886422631783887e+00,2.124757033251800653e-02
2.664841633645571140e+00,3.707908365147742913e-01,9.643158217441420987e+00,-3.802880339569757878e-02
4.996901393066710106e+00,8.516302275396355981e+00,5.958830181545924809e+00,1.097649357739844886e-02
